2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 00:00:00 | energy=0.079 kWh | voltage=226.11V | current=1.606A | power_factor=0.87 | temperature=29.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 05:00:00 | energy=0.0355 kWh | voltage=228.6V | current=0.719A | power_factor=0.864 | temperature=28.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 05:15:00 | energy=0.0129 kWh | voltage=225.03V | current=0.25A | power_factor=0.916 | temperature=30.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 05:30:00 | energy=0.0532 kWh | voltage=228.13V | current=0.984A | power_factor=0.948 | temperature=25.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 05:45:00 | energy=0.022 kWh | voltage=229.26V | current=0.441A | power_factor=0.871 | temperature=27.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 06:00:00 | energy=0.0543 kWh | voltage=231.76V | current=0.973A | power_factor=0.963 | temperature=30.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 06:15:00 | energy=0.0485 kWh | voltage=234.8V | current=0.855A | power_factor=0.966 | temperature=28.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 06:30:00 | energy=0.0261 kWh | voltage=229.1V | current=0.503A | power_factor=0.906 | temperature=27.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 06:45:00 | energy=0.0491 kWh | voltage=220.71V | current=1.012A | power_factor=0.879 | temperature=29.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 07:00:00 | energy=0.437 kWh | voltage=231.59V | current=8.462A | power_factor=0.892 | temperature=28.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 07:15:00 | energy=0.5517 kWh | voltage=226.7V | current=9.974A | power_factor=0.976 | temperature=31.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 07:30:00 | energy=0.6792 kWh | voltage=229.94V | current=13.291A | power_factor=0.889 | temperature=25.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 07:45:00 | energy=0.4844 kWh | voltage=230.36V | current=9.193A | power_factor=0.915 | temperature=27.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 08:00:00 | energy=0.4173 kWh | voltage=231.67V | current=8.178A | power_factor=0.881 | temperature=28.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 08:15:00 | energy=0.4442 kWh | voltage=231.19V | current=8.724A | power_factor=0.881 | temperature=28.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 08:30:00 | energy=0.5957 kWh | voltage=227.29V | current=11.094A | power_factor=0.945 | temperature=30.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 08:45:00 | energy=0.5082 kWh | voltage=234.92V | current=9.406A | power_factor=0.92 | temperature=31.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 09:00:00 | energy=0.4285 kWh | voltage=228.27V | current=8.591A | power_factor=0.874 | temperature=30.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 09:15:00 | energy=0.4142 kWh | voltage=235.97V | current=8.241A | power_factor=0.852 | temperature=30.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 09:30:00 | energy=0.5497 kWh | voltage=232.27V | current=10.844A | power_factor=0.873 | temperature=26.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 09:45:00 | energy=0.6011 kWh | voltage=232.17V | current=11.931A | power_factor=0.868 | temperature=28.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 10:00:00 | energy=0.2313 kWh | voltage=228.75V | current=4.321A | power_factor=0.936 | temperature=29.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 10:15:00 | energy=0.3135 kWh | voltage=234.77V | current=6.063A | power_factor=0.881 | temperature=33.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 10:30:00 | energy=0.1886 kWh | voltage=224.96V | current=3.747A | power_factor=0.895 | temperature=30.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 10:45:00 | energy=0.2977 kWh | voltage=232.16V | current=5.957A | power_factor=0.861 | temperature=30.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 11:00:00 | energy=0.2004 kWh | voltage=230.79V | current=4.081A | power_factor=0.851 | temperature=30.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 11:15:00 | energy=0.19 kWh | voltage=230.61V | current=3.506A | power_factor=0.94 | temperature=26.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 11:30:00 | energy=0.285 kWh | voltage=232.57V | current=5.564A | power_factor=0.881 | temperature=26.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 11:45:00 | energy=0.2286 kWh | voltage=232.69V | current=4.093A | power_factor=0.96 | temperature=31.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 12:00:00 | energy=0.2859 kWh | voltage=226.96V | current=5.611A | power_factor=0.898 | temperature=28.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 12:15:00 | energy=0.2182 kWh | voltage=233.08V | current=4.018A | power_factor=0.932 | temperature=28.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 12:30:00 | energy=0.3096 kWh | voltage=239.57V | current=5.656A | power_factor=0.914 | temperature=28.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 12:45:00 | energy=0.2062 kWh | voltage=226.63V | current=4.267A | power_factor=0.853 | temperature=30.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 13:00:00 | energy=0.2838 kWh | voltage=229.57V | current=5.066A | power_factor=0.976 | temperature=30.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 13:15:00 | energy=0.3387 kWh | voltage=228.42V | current=6.59A | power_factor=0.9 | temperature=30.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 13:30:00 | energy=0.3193 kWh | voltage=226.76V | current=6.109A | power_factor=0.922 | temperature=27.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 13:45:00 | energy=0.334 kWh | voltage=232.21V | current=6.667A | power_factor=0.863 | temperature=32.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 14:00:00 | energy=0.2786 kWh | voltage=233.7V | current=5.041A | power_factor=0.946 | temperature=28.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 14:15:00 | energy=0.2927 kWh | voltage=226.64V | current=5.817A | power_factor=0.888 | temperature=31.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 14:30:00 | energy=0.3121 kWh | voltage=231.07V | current=5.576A | power_factor=0.969 | temperature=29.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 14:45:00 | energy=0.2607 kWh | voltage=235.03V | current=4.75A | power_factor=0.934 | temperature=28.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 15:00:00 | energy=0.2936 kWh | voltage=230.81V | current=5.691A | power_factor=0.894 | temperature=28.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 15:15:00 | energy=0.2373 kWh | voltage=230.58V | current=4.815A | power_factor=0.855 | temperature=26.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 15:30:00 | energy=0.2528 kWh | voltage=223.74V | current=4.875A | power_factor=0.927 | temperature=29.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 15:45:00 | energy=0.1778 kWh | voltage=226.87V | current=3.415A | power_factor=0.918 | temperature=27.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 16:00:00 | energy=0.3053 kWh | voltage=231.92V | current=6.116A | power_factor=0.861 | temperature=26.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 16:15:00 | energy=0.1814 kWh | voltage=238.36V | current=3.263A | power_factor=0.933 | temperature=32.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 16:30:00 | energy=0.2978 kWh | voltage=230.05V | current=5.805A | power_factor=0.892 | temperature=29.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 16:45:00 | energy=0.3097 kWh | voltage=228.44V | current=6.306A | power_factor=0.86 | temperature=25.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 17:00:00 | energy=0.1769 kWh | voltage=227.3V | current=3.566A | power_factor=0.873 | temperature=31.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 17:15:00 | energy=0.1995 kWh | voltage=231.11V | current=3.662A | power_factor=0.943 | temperature=25.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 17:30:00 | energy=0.2864 kWh | voltage=231.32V | current=5.325A | power_factor=0.93 | temperature=31.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 17:45:00 | energy=0.2449 kWh | voltage=227.44V | current=4.539A | power_factor=0.949 | temperature=25.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 18:00:00 | energy=0.4066 kWh | voltage=229.17V | current=8.224A | power_factor=0.863 | temperature=32.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 18:15:00 | energy=0.5438 kWh | voltage=225.47V | current=10.648A | power_factor=0.906 | temperature=28.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 18:30:00 | energy=0.5171 kWh | voltage=235.4V | current=10.265A | power_factor=0.856 | temperature=31.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 18:45:00 | energy=0.5102 kWh | voltage=230.2V | current=9.225A | power_factor=0.961 | temperature=33.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 19:00:00 | energy=0.5919 kWh | voltage=229.29V | current=11.151A | power_factor=0.926 | temperature=28.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 19:15:00 | energy=0.6728 kWh | voltage=223.36V | current=12.9A | power_factor=0.934 | temperature=31.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 19:30:00 | energy=0.5342 kWh | voltage=232.4V | current=10.216A | power_factor=0.9 | temperature=28.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 19:45:00 | energy=0.6788 kWh | voltage=228.3V | current=13.348A | power_factor=0.891 | temperature=28.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 20:00:00 | energy=0.6454 kWh | voltage=227.82V | current=12.042A | power_factor=0.941 | temperature=27.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 20:15:00 | energy=0.5833 kWh | voltage=231.27V | current=10.575A | power_factor=0.954 | temperature=29.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 20:30:00 | energy=0.4836 kWh | voltage=231.93V | current=8.733A | power_factor=0.955 | temperature=27.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 20:45:00 | energy=0.6873 kWh | voltage=223.74V | current=12.921A | power_factor=0.951 | temperature=26.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 21:00:00 | energy=0.5005 kWh | voltage=235.44V | current=8.97A | power_factor=0.948 | temperature=27.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 21:15:00 | energy=0.4321 kWh | voltage=230.04V | current=7.851A | power_factor=0.957 | temperature=30.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 21:30:00 | energy=0.4945 kWh | voltage=229.16V | current=10.143A | power_factor=0.851 | temperature=30.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 21:45:00 | energy=0.6628 kWh | voltage=229.05V | current=11.884A | power_factor=0.974 | temperature=27.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 22:00:00 | energy=0.1122 kWh | voltage=236.69V | current=2.088A | power_factor=0.908 | temperature=30.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 22:15:00 | energy=0.0744 kWh | voltage=234.22V | current=1.34A | power_factor=0.948 | temperature=26.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 22:30:00 | energy=0.103 kWh | voltage=227.55V | current=1.966A | power_factor=0.921 | temperature=28.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 22:45:00 | energy=0.0829 kWh | voltage=228.92V | current=1.675A | power_factor=0.865 | temperature=30.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 23:00:00 | energy=0.0657 kWh | voltage=232.15V | current=1.312A | power_factor=0.863 | temperature=31.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 23:15:00 | energy=0.0623 kWh | voltage=228.48V | current=1.14A | power_factor=0.957 | temperature=28.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 23:30:00 | energy=0.0981 kWh | voltage=234.04V | current=1.723A | power_factor=0.973 | temperature=27.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-02-28 23:45:00 | energy=0.1142 kWh | voltage=227.68V | current=2.33A | power_factor=0.861 | temperature=31.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 00:00:00 | energy=0.1022 kWh | voltage=222.87V | current=1.895A | power_factor=0.968 | temperature=31.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 00:15:00 | energy=0.0639 kWh | voltage=228.94V | current=1.226A | power_factor=0.911 | temperature=28.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 00:30:00 | energy=0.0607 kWh | voltage=234.45V | current=1.118A | power_factor=0.926 | temperature=30.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 00:45:00 | energy=0.1128 kWh | voltage=224.94V | current=2.083A | power_factor=0.963 | temperature=26.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 01:00:00 | energy=0.0218 kWh | voltage=230.24V | current=0.387A | power_factor=0.979 | temperature=30.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 01:15:00 | energy=0.0149 kWh | voltage=231.66V | current=0.28A | power_factor=0.918 | temperature=28.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 01:30:00 | energy=0.0405 kWh | voltage=228.49V | current=0.761A | power_factor=0.932 | temperature=32.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 01:45:00 | energy=0.0384 kWh | voltage=229.61V | current=0.719A | power_factor=0.931 | temperature=30.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 02:00:00 | energy=0.0243 kWh | voltage=229.45V | current=0.473A | power_factor=0.896 | temperature=25.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 02:15:00 | energy=0.0383 kWh | voltage=223.31V | current=0.718A | power_factor=0.956 | temperature=29.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 02:30:00 | energy=0.043 kWh | voltage=232.6V | current=0.818A | power_factor=0.904 | temperature=31.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 02:45:00 | energy=0.0544 kWh | voltage=229.74V | current=0.992A | power_factor=0.955 | temperature=27.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 03:00:00 | energy=0.0569 kWh | voltage=231.03V | current=1.095A | power_factor=0.9 | temperature=26.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 03:15:00 | energy=0.0561 kWh | voltage=230.96V | current=1.067A | power_factor=0.911 | temperature=29.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 03:30:00 | energy=0.0306 kWh | voltage=229.62V | current=0.554A | power_factor=0.962 | temperature=28.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 03:45:00 | energy=0.0489 kWh | voltage=235.31V | current=0.854A | power_factor=0.973 | temperature=29.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 04:00:00 | energy=0.0506 kWh | voltage=228.9V | current=1.02A | power_factor=0.867 | temperature=25.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 04:15:00 | energy=0.0554 kWh | voltage=225.21V | current=1.05A | power_factor=0.937 | temperature=29.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 04:30:00 | energy=0.0399 kWh | voltage=227.1V | current=0.75A | power_factor=0.937 | temperature=27.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 04:45:00 | energy=0.0354 kWh | voltage=230.4V | current=0.64A | power_factor=0.961 | temperature=31.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 05:00:00 | energy=0.0369 kWh | voltage=233.59V | current=0.701A | power_factor=0.902 | temperature=28.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 05:15:00 | energy=0.0177 kWh | voltage=235.21V | current=0.343A | power_factor=0.878 | temperature=30.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 05:30:00 | energy=0.0178 kWh | voltage=223.94V | current=0.351A | power_factor=0.907 | temperature=31.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 05:45:00 | energy=0.0531 kWh | voltage=230.7V | current=0.967A | power_factor=0.952 | temperature=24.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 06:00:00 | energy=0.0297 kWh | voltage=233.44V | current=0.523A | power_factor=0.973 | temperature=29.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 06:15:00 | energy=0.0183 kWh | voltage=229.95V | current=0.36A | power_factor=0.884 | temperature=30.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 06:30:00 | energy=0.0326 kWh | voltage=229.98V | current=0.635A | power_factor=0.893 | temperature=29.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 06:45:00 | energy=0.0406 kWh | voltage=229.57V | current=0.816A | power_factor=0.867 | temperature=28.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 07:00:00 | energy=0.4393 kWh | voltage=226.15V | current=8.682A | power_factor=0.895 | temperature=29.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 07:15:00 | energy=0.6603 kWh | voltage=237.19V | current=12.77A | power_factor=0.872 | temperature=27.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 07:30:00 | energy=0.4578 kWh | voltage=227.15V | current=9.352A | power_factor=0.862 | temperature=27.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 07:45:00 | energy=0.4372 kWh | voltage=224.98V | current=8.666A | power_factor=0.897 | temperature=28.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 08:00:00 | energy=0.5472 kWh | voltage=229.64V | current=9.991A | power_factor=0.954 | temperature=28.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 08:15:00 | energy=0.583 kWh | voltage=232.98V | current=10.57A | power_factor=0.947 | temperature=27.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 08:30:00 | energy=0.4555 kWh | voltage=228.08V | current=8.75A | power_factor=0.913 | temperature=26.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 08:45:00 | energy=0.5802 kWh | voltage=227.81V | current=10.758A | power_factor=0.947 | temperature=24.1C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 09:00:00 | energy=0.413 kWh | voltage=232.98V | current=7.34A | power_factor=0.966 | temperature=26.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 09:15:00 | energy=0.5496 kWh | voltage=226.6V | current=10.685A | power_factor=0.908 | temperature=28.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 09:30:00 | energy=0.5556 kWh | voltage=227.16V | current=10.883A | power_factor=0.899 | temperature=26.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 09:45:00 | energy=0.4083 kWh | voltage=226.29V | current=8.082A | power_factor=0.893 | temperature=27.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 10:00:00 | energy=0.1932 kWh | voltage=230.76V | current=3.57A | power_factor=0.938 | temperature=30.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 10:15:00 | energy=0.3086 kWh | voltage=226.94V | current=5.912A | power_factor=0.92 | temperature=28.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 10:30:00 | energy=0.2737 kWh | voltage=228.46V | current=5.527A | power_factor=0.867 | temperature=31.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 10:45:00 | energy=0.2215 kWh | voltage=234.89V | current=4.082A | power_factor=0.924 | temperature=25.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 11:00:00 | energy=0.2339 kWh | voltage=230.1V | current=4.615A | power_factor=0.881 | temperature=28.8C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 11:15:00 | energy=0.1901 kWh | voltage=228.4V | current=3.822A | power_factor=0.871 | temperature=27.2C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 11:30:00 | energy=0.2047 kWh | voltage=227.1V | current=3.729A | power_factor=0.967 | temperature=27.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 11:45:00 | energy=0.1863 kWh | voltage=221.24V | current=3.444A | power_factor=0.978 | temperature=29.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 12:00:00 | energy=0.1918 kWh | voltage=231.37V | current=3.443A | power_factor=0.963 | temperature=28.3C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 12:15:00 | energy=0.3134 kWh | voltage=227.47V | current=5.882A | power_factor=0.937 | temperature=27.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 12:30:00 | energy=0.3328 kWh | voltage=237.15V | current=6.336A | power_factor=0.886 | temperature=31.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 12:45:00 | energy=0.3052 kWh | voltage=228.02V | current=5.916A | power_factor=0.905 | temperature=26.5C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 13:00:00 | energy=0.2601 kWh | voltage=228.39V | current=4.904A | power_factor=0.929 | temperature=27.9C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 13:15:00 | energy=0.2223 kWh | voltage=226.01V | current=4.309A | power_factor=0.913 | temperature=29.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 13:30:00 | energy=0.2644 kWh | voltage=229.48V | current=5.316A | power_factor=0.867 | temperature=27.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 13:45:00 | energy=0.1834 kWh | voltage=227.89V | current=3.428A | power_factor=0.939 | temperature=30.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 14:00:00 | energy=0.3036 kWh | voltage=227.47V | current=5.906A | power_factor=0.904 | temperature=33.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 14:15:00 | energy=0.2327 kWh | voltage=230.59V | current=4.619A | power_factor=0.874 | temperature=28.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 14:30:00 | energy=0.184 kWh | voltage=231.71V | current=3.312A | power_factor=0.959 | temperature=31.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 14:45:00 | energy=0.1966 kWh | voltage=227.92V | current=3.961A | power_factor=0.871 | temperature=29.7C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 15:00:00 | energy=0.2008 kWh | voltage=231.9V | current=3.773A | power_factor=0.918 | temperature=30.6C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 15:15:00 | energy=0.2344 kWh | voltage=229.05V | current=4.282A | power_factor=0.956 | temperature=30.4C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 15:30:00 | energy=0.2483 kWh | voltage=227.63V | current=4.908A | power_factor=0.889 | temperature=24.0C
2026-03-31 18:13:53 | meter=M001 | timestamp=2026-03-01 15:45:00 | energy=0.3015 kWh | voltage=224.47V | current=5.556A | power_factor=0.967 | temperature=28.5C
