meter_id,timestamp,energy_kwh,voltage,current,power_factor,temperature,status,is_attack,attack_type
M001,2026-02-28 05:30:00,0.0532,228.13,0.984,0.948,25.5,normal,False,
M001,2026-02-28 05:45:00,0.022,229.26,0.441,0.871,27.6,normal,False,
M001,2026-02-28 06:00:00,0.0543,231.76,0.973,0.963,30.8,normal,False,
M001,2026-02-28 06:15:00,0.0485,234.8,0.855,0.966,28.9,normal,False,
M001,2026-02-28 06:30:00,0.0261,229.1,0.503,0.906,27.8,normal,False,
M001,2026-02-28 06:45:00,0.0491,220.71,1.012,0.879,29.2,normal,False,
M001,2026-02-28 07:00:00,0.437,231.59,8.462,0.892,28.2,normal,False,
M001,2026-02-28 07:15:00,0.5517,226.7,9.974,0.976,31.3,normal,False,
M001,2026-02-28 07:30:00,0.6792,229.94,13.291,0.889,25.2,normal,False,
M001,2026-02-28 07:45:00,0.4844,230.36,9.193,0.915,27.6,normal,False,
M001,2026-02-28 08:00:00,0.4173,231.67,8.178,0.881,28.0,normal,False,
M001,2026-02-28 08:15:00,0.4442,231.19,8.724,0.881,28.5,normal,False,
M001,2026-02-28 08:30:00,0.5957,227.29,11.094,0.945,30.0,normal,False,
M001,2026-02-28 08:45:00,0.5082,234.92,9.406,0.92,31.3,normal,False,
M001,2026-02-28 09:00:00,0.4285,228.27,8.591,0.874,30.3,normal,False,
M001,2026-02-28 09:15:00,0.4142,235.97,8.241,0.852,30.2,normal,False,
M001,2026-02-28 09:30:00,0.5497,232.27,10.844,0.873,26.1,normal,False,
M001,2026-02-28 09:45:00,0.6011,232.17,11.931,0.868,28.2,normal,False,
M001,2026-02-28 10:00:00,0.2313,228.75,4.321,0.936,29.6,normal,False,
M001,2026-02-28 10:15:00,0.3135,234.77,6.063,0.881,33.6,normal,False,
M001,2026-02-28 10:30:00,0.1886,224.96,3.747,0.895,30.9,normal,False,
M001,2026-02-28 10:45:00,0.2977,232.16,5.957,0.861,30.9,normal,False,
M001,2026-02-28 11:00:00,0.2004,230.79,4.081,0.851,30.2,normal,False,
M001,2026-02-28 11:15:00,0.19,230.61,3.506,0.94,26.1,normal,False,
M001,2026-02-28 11:30:00,0.285,232.57,5.564,0.881,26.6,normal,False,
M001,2026-02-28 11:45:00,0.2286,232.69,4.093,0.96,31.0,normal,False,
M001,2026-02-28 12:00:00,0.2859,226.96,5.611,0.898,28.8,normal,False,
M001,2026-02-28 12:15:00,0.2182,233.08,4.018,0.932,28.0,normal,False,
M001,2026-02-28 12:30:00,0.3096,239.57,5.656,0.914,28.7,normal,False,
M001,2026-02-28 12:45:00,0.2062,226.63,4.267,0.853,30.5,normal,False,
M001,2026-02-28 13:00:00,0.2838,229.57,5.066,0.976,30.0,normal,False,
M001,2026-02-28 13:15:00,0.3387,228.42,6.59,0.9,30.1,normal,False,
M001,2026-02-28 13:30:00,0.3193,226.76,6.109,0.922,27.5,normal,False,
M001,2026-02-28 13:45:00,0.334,232.21,6.667,0.863,32.0,normal,False,
M001,2026-02-28 14:00:00,0.2786,233.7,5.041,0.946,28.6,normal,False,
M001,2026-02-28 14:15:00,0.2927,226.64,5.817,0.888,31.3,normal,False,
M001,2026-02-28 14:30:00,0.3121,231.07,5.576,0.969,29.0,normal,False,
M001,2026-02-28 14:45:00,0.2607,235.03,4.75,0.934,28.5,normal,False,
M001,2026-02-28 15:00:00,0.2936,230.81,5.691,0.894,28.9,normal,False,
M001,2026-02-28 15:15:00,0.2373,230.58,4.815,0.855,26.8,normal,False,
M001,2026-02-28 15:30:00,0.2528,223.74,4.875,0.927,29.2,normal,False,
M001,2026-02-28 15:45:00,0.1778,226.87,3.415,0.918,27.8,normal,False,
M001,2026-02-28 16:00:00,0.3053,231.92,6.116,0.861,26.0,normal,False,
M001,2026-02-28 16:15:00,0.1814,238.36,3.263,0.933,32.2,normal,False,
M001,2026-02-28 16:30:00,0.2978,230.05,5.805,0.892,29.4,normal,False,
M001,2026-02-28 16:45:00,0.3097,228.44,6.306,0.86,25.2,normal,False,
M001,2026-02-28 17:00:00,0.1769,227.3,3.566,0.873,31.8,normal,False,
M001,2026-02-28 17:15:00,0.1995,231.11,3.662,0.943,25.3,normal,False,
M001,2026-02-28 17:30:00,0.2864,231.32,5.325,0.93,31.8,normal,False,
M001,2026-02-28 17:45:00,0.2449,227.44,4.539,0.949,25.9,normal,False,
M001,2026-02-28 18:00:00,0.4066,229.17,8.224,0.863,32.2,normal,False,
M001,2026-02-28 18:15:00,0.5438,225.47,10.648,0.906,28.3,normal,False,
M001,2026-02-28 18:30:00,0.5171,235.4,10.265,0.856,31.1,normal,False,
M001,2026-02-28 18:45:00,0.5102,230.2,9.225,0.961,33.2,normal,False,
M001,2026-02-28 19:00:00,0.5919,229.29,11.151,0.926,28.6,normal,False,
M001,2026-02-28 19:15:00,0.6728,223.36,12.9,0.934,31.1,normal,False,
M001,2026-02-28 19:30:00,0.5342,232.4,10.216,0.9,28.6,normal,False,
M001,2026-02-28 19:45:00,0.6788,228.3,13.348,0.891,28.9,normal,False,
M001,2026-02-28 20:00:00,0.6454,227.82,12.042,0.941,27.8,normal,False,
M001,2026-02-28 20:15:00,0.5833,231.27,10.575,0.954,29.7,normal,False,
M001,2026-02-28 20:30:00,0.4836,231.93,8.733,0.955,27.1,normal,False,
M001,2026-02-28 20:45:00,0.6873,223.74,12.921,0.951,26.1,normal,False,
M001,2026-02-28 21:00:00,0.5005,235.44,8.97,0.948,27.6,normal,False,
M001,2026-02-28 21:15:00,0.4321,230.04,7.851,0.957,30.4,normal,False,
M001,2026-02-28 21:30:00,0.4945,229.16,10.143,0.851,30.2,normal,False,
M001,2026-02-28 21:45:00,0.6628,229.05,11.884,0.974,27.3,normal,False,
M001,2026-02-28 22:00:00,0.1122,236.69,2.088,0.908,30.6,normal,False,
M001,2026-02-28 22:15:00,0.0744,234.22,1.34,0.948,26.1,normal,False,
M001,2026-02-28 22:30:00,0.103,227.55,1.966,0.921,28.5,normal,False,
M001,2026-02-28 22:45:00,0.0829,228.92,1.675,0.865,30.1,normal,False,
M001,2026-02-28 23:00:00,0.0657,232.15,1.312,0.863,31.2,normal,False,
M001,2026-02-28 23:15:00,0.0623,228.48,1.14,0.957,28.9,normal,False,
M001,2026-02-28 23:30:00,0.0981,234.04,1.723,0.973,27.5,normal,False,
M001,2026-02-28 23:45:00,0.1142,227.68,2.33,0.861,31.2,normal,False,
M001,2026-03-01 00:00:00,0.1022,222.87,1.895,0.968,31.6,normal,False,
M001,2026-03-01 00:15:00,0.0639,228.94,1.226,0.911,28.5,normal,False,
M001,2026-03-01 00:30:00,0.0607,234.45,1.118,0.926,30.0,normal,False,
M001,2026-03-01 00:45:00,0.1128,224.94,2.083,0.963,26.8,normal,False,
M001,2026-03-01 01:00:00,0.0218,230.24,0.387,0.979,30.5,normal,False,
M001,2026-03-01 01:15:00,0.0149,231.66,0.28,0.918,28.6,normal,False,
M001,2026-03-01 01:30:00,0.0405,228.49,0.761,0.932,32.2,normal,False,
M001,2026-03-01 01:45:00,0.0384,229.61,0.719,0.931,30.5,normal,False,
M001,2026-03-01 02:00:00,0.0243,229.45,0.473,0.896,25.8,normal,False,
M001,2026-03-01 02:15:00,0.0383,223.31,0.718,0.956,29.2,normal,False,
M001,2026-03-01 02:30:00,0.043,232.6,0.818,0.904,31.5,normal,False,
M001,2026-03-01 02:45:00,0.0544,229.74,0.992,0.955,27.9,normal,False,
M001,2026-03-01 03:00:00,0.0569,231.03,1.095,0.9,26.3,normal,False,
M001,2026-03-01 03:15:00,0.0561,230.96,1.067,0.911,29.1,normal,False,
M001,2026-03-01 03:30:00,0.0306,229.62,0.554,0.962,28.4,normal,False,
M001,2026-03-01 03:45:00,0.0489,235.31,0.854,0.973,29.1,normal,False,
M001,2026-03-01 04:00:00,0.0506,228.9,1.02,0.867,25.3,normal,False,
M001,2026-03-01 04:15:00,0.0554,225.21,1.05,0.937,29.6,normal,False,
M001,2026-03-01 04:30:00,0.0399,227.1,0.75,0.937,27.9,normal,False,
M001,2026-03-01 04:45:00,0.0354,230.4,0.64,0.961,31.6,normal,False,
M001,2026-03-01 05:00:00,0.0369,233.59,0.701,0.902,28.8,normal,False,
M001,2026-03-01 05:15:00,0.0177,235.21,0.343,0.878,30.3,normal,False,
M001,2026-03-01 05:30:00,0.0178,223.94,0.351,0.907,31.4,normal,False,
M001,2026-03-01 05:45:00,0.0531,230.7,0.967,0.952,24.2,normal,False,
M001,2026-03-01 06:00:00,0.0297,233.44,0.523,0.973,29.2,normal,False,
M001,2026-03-01 06:15:00,0.0183,229.95,0.36,0.884,30.1,normal,False,
M001,2026-03-01 06:30:00,0.0326,229.98,0.635,0.893,29.3,normal,False,
M001,2026-03-01 06:45:00,0.0406,229.57,0.816,0.867,28.3,normal,False,
M001,2026-03-01 07:00:00,0.4393,226.15,8.682,0.895,29.5,normal,False,
M001,2026-03-01 07:15:00,0.6603,237.19,12.77,0.872,27.9,normal,False,
M001,2026-03-01 07:30:00,0.4578,227.15,9.352,0.862,27.4,normal,False,
M001,2026-03-01 07:45:00,0.4372,224.98,8.666,0.897,28.1,normal,False,
M001,2026-03-01 08:00:00,0.5472,229.64,9.991,0.954,28.6,normal,False,
M001,2026-03-01 08:15:00,0.583,232.98,10.57,0.947,27.3,normal,False,
M001,2026-03-01 08:30:00,0.4555,228.08,8.75,0.913,26.0,normal,False,
M001,2026-03-01 08:45:00,0.5802,227.81,10.758,0.947,24.1,normal,False,
M001,2026-03-01 09:00:00,0.413,232.98,7.34,0.966,26.5,normal,False,
M001,2026-03-01 09:15:00,0.5496,226.6,10.685,0.908,28.7,normal,False,
M001,2026-03-01 09:30:00,0.5556,227.16,10.883,0.899,26.7,normal,False,
M001,2026-03-01 09:45:00,0.4083,226.29,8.082,0.893,27.2,normal,False,
M001,2026-03-01 10:00:00,0.1932,230.76,3.57,0.938,30.3,normal,False,
M001,2026-03-01 10:15:00,0.3086,226.94,5.912,0.92,28.5,normal,False,
M001,2026-03-01 10:30:00,0.2737,228.46,5.527,0.867,31.7,normal,False,
M001,2026-03-01 10:45:00,0.2215,234.89,4.082,0.924,25.9,normal,False,
M001,2026-03-01 11:00:00,0.2339,230.1,4.615,0.881,28.8,normal,False,
M001,2026-03-01 11:15:00,0.1901,228.4,3.822,0.871,27.2,normal,False,
M001,2026-03-01 11:30:00,0.2047,227.1,3.729,0.967,27.4,normal,False,
M001,2026-03-01 11:45:00,0.1863,221.24,3.444,0.978,29.9,normal,False,
M001,2026-03-01 12:00:00,0.1918,231.37,3.443,0.963,28.3,normal,False,
M001,2026-03-01 12:15:00,0.3134,227.47,5.882,0.937,27.4,normal,False,
M001,2026-03-01 12:30:00,0.3328,237.15,6.336,0.886,31.7,normal,False,
M001,2026-03-01 12:45:00,0.3052,228.02,5.916,0.905,26.5,normal,False,
M001,2026-03-01 13:00:00,0.2601,228.39,4.904,0.929,27.9,normal,False,
M001,2026-03-01 13:15:00,0.2223,226.01,4.309,0.913,29.0,normal,False,
M001,2026-03-01 13:30:00,0.2644,229.48,5.316,0.867,27.7,normal,False,
M001,2026-03-01 13:45:00,0.1834,227.89,3.428,0.939,30.0,normal,False,
M001,2026-03-01 14:00:00,0.3036,227.47,5.906,0.904,33.4,normal,False,
M001,2026-03-01 14:15:00,0.2327,230.59,4.619,0.874,28.7,normal,False,
M001,2026-03-01 14:30:00,0.184,231.71,3.312,0.959,31.7,normal,False,
M001,2026-03-01 14:45:00,0.1966,227.92,3.961,0.871,29.7,normal,False,
M001,2026-03-01 15:00:00,0.2008,231.9,3.773,0.918,30.6,normal,False,
M001,2026-03-01 15:15:00,0.2344,229.05,4.282,0.956,30.4,normal,False,
M001,2026-03-01 15:30:00,0.2483,227.63,4.908,0.889,24.0,normal,False,
M001,2026-03-01 15:45:00,0.3015,224.47,5.556,0.967,28.5,normal,False,
M001,2026-03-01 16:00:00,0.2387,233.12,4.399,0.931,28.7,normal,False,
M001,2026-03-01 16:15:00,0.1927,230.58,3.739,0.894,29.6,normal,False,
M001,2026-03-01 16:30:00,0.1965,231.78,3.69,0.919,31.0,normal,False,
M001,2026-03-01 16:45:00,0.3267,228.29,6.425,0.891,29.3,normal,False,
M001,2026-03-01 17:00:00,0.2154,235.28,3.799,0.964,29.3,normal,False,
M001,2026-03-01 17:15:00,0.2315,234.5,4.544,0.869,27.6,normal,False,
M001,2026-03-01 17:30:00,0.212,233.37,3.895,0.933,30.4,normal,False,
M001,2026-03-01 17:45:00,0.2922,224.29,5.822,0.895,29.1,normal,False,
M001,2026-03-01 18:00:00,0.4547,230.6,8.744,0.902,30.2,normal,False,
M001,2026-03-01 18:15:00,0.5353,230.63,9.994,0.929,33.8,normal,False,
M001,2026-03-01 18:30:00,0.4077,236.24,7.117,0.97,29.7,normal,False,
M001,2026-03-01 18:45:00,0.6058,230.88,11.298,0.929,26.2,normal,False,
M001,2026-03-01 19:00:00,0.5244,230.64,9.376,0.97,28.7,normal,False,
M001,2026-03-01 19:15:00,0.5321,238.89,9.878,0.902,29.5,normal,False,
M001,2026-03-01 19:30:00,0.4182,233.75,8.409,0.851,27.3,normal,False,
M001,2026-03-01 19:45:00,0.4984,232.98,8.822,0.97,23.9,normal,False,
M001,2026-03-01 20:00:00,0.5021,234.45,9.424,0.909,26.9,normal,False,
M001,2026-03-01 20:15:00,0.4671,226.06,9.467,0.873,28.2,normal,False,
M001,2026-03-01 20:30:00,0.5458,232.82,10.454,0.897,28.2,normal,False,
M001,2026-03-01 20:45:00,0.5694,226.44,10.316,0.975,29.5,normal,False,
M001,2026-03-01 21:00:00,0.4452,227.2,7.998,0.98,28.2,normal,False,
M001,2026-03-01 21:15:00,0.5469,227.63,10.148,0.947,28.8,normal,False,
M001,2026-03-01 21:30:00,0.4628,229.6,9.215,0.875,28.8,normal,False,
M001,2026-03-01 21:45:00,0.413,238.99,8.047,0.859,26.3,normal,False,
M001,2026-03-01 22:00:00,0.1021,234.86,1.917,0.907,23.2,normal,False,
M001,2026-03-01 22:15:00,0.0805,225.88,1.631,0.874,28.9,normal,False,
M001,2026-03-01 22:30:00,0.1071,229.48,2.109,0.885,29.6,normal,False,
M001,2026-03-01 22:45:00,0.0945,228.73,1.9,0.87,28.4,normal,False,
M001,2026-03-01 23:00:00,0.0987,229.69,1.955,0.879,28.6,normal,False,
M001,2026-03-01 23:15:00,0.0708,230.35,1.408,0.873,28.2,normal,False,
M001,2026-03-01 23:30:00,0.095,228.77,1.883,0.882,28.0,normal,False,
M001,2026-03-01 23:45:00,0.099,230.82,1.902,0.902,29.0,normal,False,
M001,2026-03-02 00:00:00,0.0834,227.7,1.515,0.967,26.6,normal,False,
M001,2026-03-02 00:15:00,0.0507,224.16,0.937,0.966,32.0,normal,False,
M001,2026-03-02 00:30:00,0.0909,225.65,1.792,0.899,26.9,normal,False,
M001,2026-03-02 00:45:00,0.0795,232.65,1.514,0.903,25.7,normal,False,
M001,2026-03-02 01:00:00,0.0321,223.86,0.589,0.973,27.4,normal,False,
M001,2026-03-02 01:15:00,0.0405,233.4,0.728,0.954,28.4,normal,False,
M001,2026-03-02 01:30:00,0.027,237.54,0.514,0.884,29.8,normal,False,
M001,2026-03-02 01:45:00,0.0156,225.49,0.313,0.885,28.7,normal,False,
M001,2026-03-02 02:00:00,0.0107,224.3,0.207,0.922,29.6,normal,False,
M001,2026-03-02 02:15:00,0.0361,228.36,0.743,0.851,29.6,normal,False,
M001,2026-03-02 02:30:00,0.0155,235.67,0.281,0.936,31.6,normal,False,
M001,2026-03-02 02:45:00,0.017,229.45,0.329,0.9,30.1,normal,False,
M001,2026-03-02 03:00:00,0.0308,228.78,0.58,0.928,28.9,normal,False,
M001,2026-03-02 03:15:00,0.0198,224.67,0.393,0.896,26.9,normal,False,
M001,2026-03-02 03:30:00,0.0388,232.01,0.733,0.912,25.0,normal,False,
M001,2026-03-02 03:45:00,0.0365,230.33,0.722,0.878,28.9,normal,False,
M001,2026-03-02 04:00:00,0.0112,232.13,0.225,0.857,25.5,normal,False,
M001,2026-03-02 04:15:00,0.0299,224.09,0.562,0.95,30.5,normal,False,
M001,2026-03-02 04:30:00,0.0143,230.63,0.271,0.914,27.8,normal,False,
M001,2026-03-02 04:45:00,0.0375,224.55,0.699,0.956,27.7,normal,False,
M001,2026-03-02 05:00:00,0.042,226.19,0.801,0.927,30.4,normal,False,
M001,2026-03-02 05:15:00,0.0244,225.38,0.471,0.92,28.0,normal,False,
M001,2026-03-02 05:30:00,0.0449,232.86,0.824,0.936,29.7,normal,False,
M001,2026-03-02 05:45:00,0.0377,228.41,0.722,0.914,29.8,normal,False,
M001,2026-03-02 06:00:00,0.0188,232.86,0.378,0.854,28.8,normal,False,
M001,2026-03-02 06:15:00,0.0379,231.56,0.671,0.976,28.1,normal,False,
M001,2026-03-02 06:30:00,0.0478,233.95,0.851,0.96,28.3,normal,False,
M001,2026-03-02 06:45:00,0.0228,225.08,0.468,0.866,29.5,normal,False,
M001,2026-03-02 07:00:00,0.3692,226.35,6.911,0.944,31.1,normal,False,
M001,2026-03-02 07:15:00,0.3663,231.44,6.643,0.953,24.6,normal,False,
M001,2026-03-02 07:30:00,0.4297,233.04,7.931,0.93,29.1,normal,False,
M001,2026-03-02 07:45:00,0.4082,232.5,7.361,0.954,28.6,normal,False,
M001,2026-03-02 08:00:00,0.5995,234.28,11.348,0.902,27.1,normal,False,
M001,2026-03-02 08:15:00,0.47,233.22,8.242,0.978,29.1,normal,False,
M001,2026-03-02 08:30:00,0.5421,224.11,10.228,0.946,25.0,normal,False,
M001,2026-03-02 08:45:00,0.4097,228.95,8.07,0.887,26.9,normal,False,
M001,2026-03-02 09:00:00,0.4241,223.23,8.102,0.938,26.1,normal,False,
M001,2026-03-02 09:15:00,0.4046,229.42,7.318,0.964,26.8,normal,False,
M001,2026-03-02 09:30:00,0.5862,238.08,11.294,0.872,27.2,normal,False,
M001,2026-03-02 09:45:00,0.5978,234.08,11.14,0.917,31.7,normal,False,
M001,2026-03-02 10:00:00,0.1846,228.19,3.702,0.874,27.3,normal,False,
M001,2026-03-02 10:15:00,0.2669,228.26,4.792,0.976,28.2,normal,False,
M001,2026-03-02 10:30:00,0.2826,228.69,5.209,0.949,26.2,normal,False,
M001,2026-03-02 10:45:00,0.2544,231.2,5.007,0.879,27.7,normal,False,
M001,2026-03-02 11:00:00,0.1836,238.25,3.332,0.925,30.4,normal,False,
M001,2026-03-02 11:15:00,0.1637,228.73,3.302,0.867,29.7,normal,False,
M001,2026-03-02 11:30:00,0.2833,231.9,5.3,0.922,30.7,normal,False,
M001,2026-03-02 11:45:00,0.163,223.88,3.294,0.884,26.0,normal,False,
M001,2026-03-02 12:00:00,0.2585,227.06,5.181,0.879,28.5,normal,False,
M001,2026-03-02 12:15:00,0.2525,217.82,5.002,0.927,26.8,normal,False,
M001,2026-03-02 12:30:00,0.2737,234.63,5.05,0.924,26.2,normal,False,
M001,2026-03-02 12:45:00,0.1901,230.84,3.519,0.936,29.1,normal,False,
M001,2026-03-02 13:00:00,0.2776,231.42,5.003,0.959,29.9,normal,False,
M001,2026-03-02 13:15:00,0.2546,233.53,4.6,0.948,31.6,normal,False,
M001,2026-03-02 13:30:00,0.1738,228.7,3.21,0.947,26.8,normal,False,
M001,2026-03-02 13:45:00,0.1741,231.46,3.285,0.916,29.3,normal,False,
M001,2026-03-02 14:00:00,0.151,232.86,2.652,0.978,25.5,normal,False,
M001,2026-03-02 14:15:00,0.2448,232.64,4.575,0.92,25.8,normal,False,
M001,2026-03-02 14:30:00,0.267,230.93,5.027,0.92,27.7,normal,False,
M001,2026-03-02 14:45:00,0.2944,234.23,5.178,0.971,25.6,normal,False,
M001,2026-03-02 15:00:00,0.1654,230.61,3.34,0.859,29.3,normal,False,
M001,2026-03-02 15:15:00,0.1951,228.73,3.685,0.926,28.8,normal,False,
M001,2026-03-02 15:30:00,0.2019,228.32,3.673,0.963,28.8,normal,False,
M001,2026-03-02 15:45:00,0.296,231.28,6.002,0.853,27.4,normal,False,
M001,2026-03-02 16:00:00,0.1533,229.54,2.812,0.95,24.4,normal,False,
M001,2026-03-02 16:15:00,0.2525,224.05,4.6,0.98,27.7,normal,False,
M001,2026-03-02 16:30:00,0.2139,225.7,3.978,0.953,28.1,normal,False,
M001,2026-03-02 16:45:00,0.2541,233.93,4.904,0.886,31.1,normal,False,
M001,2026-03-02 17:00:00,0.2926,229.22,5.248,0.973,26.2,normal,False,
M001,2026-03-02 17:15:00,0.213,225.7,4.261,0.886,31.8,normal,False,
M001,2026-03-02 17:30:00,0.2976,233.14,5.802,0.88,28.1,normal,False,
M001,2026-03-02 17:45:00,0.182,230.26,3.521,0.898,28.0,normal,False,
M001,2026-03-02 18:00:00,0.5661,231.77,11.179,0.874,28.4,normal,False,
M001,2026-03-02 18:15:00,0.5672,232.48,10.166,0.96,29.9,normal,False,
M001,2026-03-02 18:30:00,0.5403,226.69,11.164,0.854,29.1,normal,False,
M001,2026-03-02 18:45:00,0.5802,234.37,10.846,0.913,29.5,normal,False,
M001,2026-03-02 19:00:00,0.3793,231.31,7.24,0.906,27.0,normal,False,
M001,2026-03-02 19:15:00,0.4001,227.41,7.6,0.926,28.5,normal,False,
M001,2026-03-02 19:30:00,0.4172,227.78,8.06,0.909,30.5,normal,False,
M001,2026-03-02 19:45:00,0.3529,229.39,6.747,0.912,27.1,normal,False,
M001,2026-03-02 20:00:00,0.5,233.58,8.901,0.962,26.3,normal,False,
M001,2026-03-02 20:15:00,0.545,229.92,10.974,0.864,27.4,normal,False,
M001,2026-03-02 20:30:00,0.4105,238.41,7.319,0.941,28.5,normal,False,
M001,2026-03-02 20:45:00,0.4899,226.93,9.638,0.896,28.6,normal,False,
M001,2026-03-02 21:00:00,0.3583,229.37,7.207,0.867,27.0,normal,False,
M001,2026-03-02 21:15:00,0.4919,233.46,9.621,0.876,29.7,normal,False,
M001,2026-03-02 21:30:00,0.3919,230.96,7.205,0.942,26.9,normal,False,
M001,2026-03-02 21:45:00,0.3579,236.34,6.29,0.963,29.2,normal,False,
M001,2026-03-02 22:00:00,0.0857,227.97,1.573,0.956,30.7,normal,False,
M001,2026-03-02 22:15:00,0.054,230.4,0.981,0.956,30.4,normal,False,
M001,2026-03-02 22:30:00,0.0726,231.4,1.328,0.945,32.9,normal,False,
M001,2026-03-02 22:45:00,0.0541,226.39,1.003,0.953,27.4,normal,False,
M001,2026-03-02 23:00:00,0.0829,240.38,1.463,0.943,28.3,normal,False,
M001,2026-03-02 23:15:00,0.0614,226.05,1.158,0.938,29.6,normal,False,
M001,2026-03-02 23:30:00,0.0536,233.82,0.97,0.945,28.3,normal,False,
M001,2026-03-02 23:45:00,0.0871,223.47,1.736,0.898,26.7,normal,False,
M001,2026-03-03 00:00:00,0.0994,224.53,1.876,0.944,32.5,normal,False,
M001,2026-03-03 00:15:00,0.0743,224.28,1.429,0.927,27.4,normal,False,
M001,2026-03-03 00:30:00,0.0956,231.87,1.77,0.932,26.0,normal,False,
M001,2026-03-03 00:45:00,0.0867,231.41,1.548,0.968,27.1,normal,False,
M001,2026-03-03 01:00:00,0.0172,231.13,0.326,0.914,27.9,normal,False,
M001,2026-03-03 01:15:00,0.0199,229.45,0.378,0.917,30.6,normal,False,
M001,2026-03-03 01:30:00,0.0244,225.96,0.479,0.901,29.1,normal,False,
M001,2026-03-03 01:45:00,0.0488,232.83,0.94,0.892,26.0,normal,False,
M001,2026-03-03 02:00:00,0.0409,224.55,0.847,0.86,28.0,normal,False,
M001,2026-03-03 02:15:00,0.0168,222.67,0.315,0.958,29.0,normal,False,
M001,2026-03-03 02:30:00,0.0272,232.27,0.497,0.942,25.7,normal,False,
M001,2026-03-03 02:45:00,0.0167,232.96,0.314,0.912,30.9,normal,False,
M001,2026-03-03 03:00:00,0.0438,231.27,0.787,0.963,31.1,normal,False,
M001,2026-03-03 03:15:00,0.0182,228.86,0.371,0.857,27.4,normal,False,
M001,2026-03-03 03:30:00,0.0312,229.54,0.56,0.971,26.4,normal,False,
M001,2026-03-03 03:45:00,0.0226,227.94,0.456,0.869,28.5,normal,False,
M001,2026-03-03 04:00:00,0.0495,230.49,0.892,0.963,29.4,normal,False,
M001,2026-03-03 04:15:00,0.0282,222.65,0.541,0.937,34.4,normal,False,
M001,2026-03-03 04:30:00,0.0156,226.72,0.293,0.938,29.8,normal,False,
M001,2026-03-03 04:45:00,0.0488,230.97,0.931,0.908,27.2,normal,False,
M001,2026-03-03 05:00:00,0.0447,231.92,0.804,0.959,26.7,normal,False,
M001,2026-03-03 05:15:00,0.0478,229.89,0.894,0.93,32.5,normal,False,
M001,2026-03-03 05:30:00,0.0448,228.43,0.808,0.971,28.6,normal,False,
M001,2026-03-03 05:45:00,0.0376,226.23,0.71,0.936,29.8,normal,False,
M001,2026-03-03 06:00:00,0.0258,227.3,0.485,0.936,29.1,normal,False,
M001,2026-03-03 06:15:00,0.05,233.52,0.9,0.952,28.0,normal,False,
M001,2026-03-03 06:30:00,0.0327,231.98,0.624,0.903,29.2,normal,False,
M001,2026-03-03 06:45:00,0.0231,233.66,0.417,0.949,29.6,normal,False,
M001,2026-03-03 07:00:00,0.5495,234.51,10.823,0.866,28.0,normal,False,
M001,2026-03-03 07:15:00,0.4861,225.53,9.172,0.94,25.2,normal,False,
M001,2026-03-03 07:30:00,0.4471,224.57,8.858,0.899,27.9,normal,False,
M001,2026-03-03 07:45:00,0.4068,230.59,7.531,0.937,27.1,normal,False,
M001,2026-03-03 08:00:00,0.5049,222.13,9.451,0.962,27.1,normal,False,
M001,2026-03-03 08:15:00,0.4798,228.41,9.399,0.894,28.5,normal,False,
M001,2026-03-03 08:30:00,0.445,235.06,8.24,0.919,24.9,normal,False,
M001,2026-03-03 08:45:00,0.502,232.38,9.163,0.943,29.7,normal,False,
